Depth (m),qc (MPa)
93.98,31.3620
94,32.2150
94.02,32.7630
94.04,33.0050
94.06,32.9820
94.08,33.1030
94.1,33.2170
94.12,33.4040
94.14,33.2380
94.16,32.8940
94.18,32.5510
94.2,32.0340
94.22,32.0740
94.24,32.3140
94.26,32.1710
94.28,32.1710
94.3,32.1780
94.32,32.2310
94.34,32.1900
94.36,32.3310
94.38,32.5970
94.4,33.1300
94.42,33.7070
94.44,34.3140
94.46,35.0260
94.48,35.7370
94.5,36.4480
94.52,36.3650
94.54,35.8400
94.56,33.4880
94.58,30.1870
94.6,28.5860
94.62,27.3690
94.64,27.5600
94.66,27.3800
94.68,26.9900
94.7,26.6750
94.72,26.5690
94.74,25.4060
94.76,24.9720
94.78,25.6080
94.8,28.3490
94.82,30.1310
94.84,32.5880
94.86,34.4720
94.88,35.3680
94.9,36.0350
94.92,36.6040
94.94,37.4710
94.96,37.4890
94.98,36.4660
95,35.3570
95.02,7.7800
95.04,10.2750
95.06,11.2960
95.08,13.6910
95.1,15.3330
95.12,16.7910
95.14,17.6860
95.16,19.5690
95.18,22.7800
95.2,26.2000
95.22,29.3860
95.24,30.2720
95.26,30.4950
95.28,29.9860
95.3,29.4670
95.32,29.0360
95.34,28.9170
95.36,28.8260
95.38,28.2090
95.4,27.6930
95.42,27.2690
95.44,26.9950
95.46,26.3890
95.48,25.7400
95.5,24.9930
95.52,24.4600
95.54,24.1090
95.56,24.0830
95.58,23.8960
95.6,23.2750
95.62,22.4260
95.64,21.3110
95.66,20.5740
95.68,20.7290
95.7,22.4110
95.72,23.7620
95.74,24.5270
95.76,24.8500
95.78,25.3180
95.8,25.6990
95.82,26.7850
95.84,28.4620
95.86,28.7010
95.88,28.1770
95.9,27.5550
95.92,26.7310
95.94,26.3590
95.96,27.6590
95.98,28.5340
96,29.0920
96.02,29.3200
96.04,28.3380
96.06,26.2210
96.08,26.0870
96.1,25.9540
96.12,25.8200
96.14,27.8170
96.16,31.8810
96.18,33.1420
96.2,33.6490
96.22,34.5680
96.24,35.2160
96.26,36.2070
96.28,37.0650
96.3,37.3190
96.32,37.7920
96.34,38.0390
96.36,38.7420
96.38,39.3260
96.4,39.6180
96.42,39.7660
96.44,39.7760
96.46,39.4630
96.48,38.4340
96.5,36.7580
96.52,35.3180
96.54,33.2430
96.56,32.2810
96.58,31.6840
96.6,31.0670
96.62,29.2600
96.64,28.6500
96.66,28.7330
96.68,28.0190
96.7,26.9460
96.72,24.6350
96.74,22.7350
96.76,20.7330
96.78,19.7480
96.8,18.7160
96.82,18.6570
96.84,17.7660
96.86,17.4260
96.88,17.0850
96.9,16.7450
96.92,16.9740
96.94,16.3720
96.96,15.3740
96.98,15.3400
97,15.3060
97.02,15.2730
97.04,15.7320
97.06,16.9350
97.08,16.4000
97.1,16.1210
97.12,16.9320
97.14,17.7590
97.16,17.0260
97.18,15.8250
97.2,15.3500
97.22,14.8740
97.24,14.3980
97.26,16.9350
97.28,19.1950
97.3,20.9420
97.32,21.8840
97.34,22.8810
97.36,23.6140
97.38,24.3140
97.4,24.6640
97.42,25.1310
97.44,25.5480
97.46,25.5390
97.48,25.4710
97.5,25.2360
97.52,24.6210
97.54,23.9090
97.56,23.5070
97.58,23.4720
97.6,23.9590
97.62,24.2880
97.64,24.8930
97.66,25.5320
97.68,25.4280
97.7,25.4100
97.72,25.5410
97.74,25.7960
97.76,25.9510
97.78,25.9000
97.8,25.4760
97.82,0.9970
97.84,2.2850
97.86,3.1710
97.88,4.5460
97.9,6.3360
97.92,9.3550
97.94,14.1310
97.96,15.8490
97.98,18.7940
98,20.8900
98.02,22.8450
98.04,24.3080
98.06,24.8450
98.08,24.8800
98.1,24.7220
98.12,25.1510
98.14,25.1440
98.16,24.4170
98.18,24.0420
98.2,23.8070
98.22,23.1320
98.24,22.4670
98.26,21.6980
98.28,21.3670
98.3,20.6980
98.32,20.4230
98.34,20.3130
98.36,20.2040
98.38,20.3250
98.4,20.4730
98.42,20.9990
98.44,21.5490
98.46,22.4550
98.48,22.8470
98.5,22.7160
98.52,22.7460
98.54,22.2940
98.56,21.2050
98.58,20.7760
98.6,20.5500
98.62,20.9280
98.64,21.3050
98.66,22.2440
98.68,22.9650
98.7,23.0770
98.72,22.0240
98.74,21.6150
98.76,21.3430
98.78,21.7530
98.8,22.1040
98.82,22.7650
98.84,23.4290
98.86,23.7590
98.88,23.6070
98.9,23.0740
98.92,22.5770
98.94,22.1700
98.96,22.2340
98.98,22.6790
99,23.5190
99.02,24.0110
99.04,24.1560
99.06,23.7330
99.08,23.0680
99.1,22.4020
99.12,21.7360
99.14,21.8230
99.16,22.1680
99.18,21.8690
99.2,21.1270
99.22,20.8940
99.24,21.2880
99.26,22.6960
99.28,25.0390
99.3,25.5880
99.32,26.4450
99.34,26.7810
99.36,27.0980
99.38,27.7030
99.4,28.3100
99.42,28.9780
99.44,28.4100
99.46,27.5290
99.48,26.4760
99.5,25.9900
99.52,25.9010
99.54,26.1500
99.56,26.6640
99.58,26.7200
99.6,26.8020
99.62,26.0910
99.64,24.8960
99.66,23.2550
99.68,22.2090
99.7,22.0150
99.72,23.0220
99.74,25.5140
99.76,26.4070
99.78,27.3670
99.8,28.1790
99.82,28.4420
99.84,27.4990
99.86,26.7010
99.88,25.3660
99.9,24.4800
99.92,23.6120
99.94,23.4540
99.96,23.4740
99.98,23.4750
100,24.0890
100.02,24.5220
100.04,24.3250
100.06,23.8760
100.08,23.2970
100.1,21.6940
100.12,21.3820
100.14,20.6970
100.16,19.7090
100.18,19.3250
100.2,18.9200
100.22,18.8250
100.24,19.2240
100.26,19.5550
100.28,19.6110
100.3,19.5050
100.32,18.8970
100.34,18.1450
100.36,17.2320
100.38,16.2070
100.4,15.8450
100.42,15.5440
100.44,15.5140
100.46,16.7430
100.48,16.8300
100.5,16.5860
100.52,5.5750
100.54,9.3850
100.56,10.7000
100.58,10.7380
100.6,8.4830
100.62,7.4510
100.64,6.4180
100.66,6.2890
100.68,6.1600
100.7,6.0310
100.72,4.9110
100.74,3.9010
100.76,3.4550
100.78,3.3010
100.8,3.2560
100.82,3.2500
100.84,3.2300
100.86,3.1980
100.88,3.1800
100.9,3.1690
100.92,3.1780
100.94,3.2280
100.96,3.2810
100.98,3.3270
101,3.2940
101.02,3.1980
101.04,3.1840
101.06,3.1910
101.08,3.2350
101.1,3.2540
101.12,3.2500
101.14,3.2710
101.16,3.3310
101.18,3.3510
101.2,3.3790
101.22,3.3420
101.24,3.3030
101.26,3.3450
101.28,3.6200
101.3,3.9210
101.32,3.9730
101.34,3.6820
101.36,3.4320
101.38,3.3710
101.4,3.3100
101.42,3.2890
101.44,3.5730
101.46,4.3720
101.48,4.4770
101.5,4.0550
101.52,3.4100
101.54,3.2240
101.56,3.2050
101.58,3.2000
101.6,3.2300
101.62,3.2380
101.64,3.2650
101.66,3.2710
101.68,3.3310
101.7,3.3440
101.72,3.2710
101.74,3.1910
101.76,3.1640
101.78,3.2100
101.8,3.1930
101.82,3.2130
101.84,3.2260
101.86,3.1800
101.88,3.1270
101.9,3.1200
101.92,3.1340
101.94,3.1590
101.96,3.2490
101.98,3.3260
102,3.4090
102.02,3.3950
102.04,3.2860
102.06,3.2820
102.08,3.3160
102.1,3.3220
102.12,3.4440
102.14,3.4210
102.16,3.3380
102.18,3.2460
102.2,3.1540
102.22,3.1830
102.24,3.1820
102.26,3.1620
102.28,3.1710
102.3,3.1940
102.32,3.2020
102.34,3.2200
102.36,3.2290
102.38,3.2230
102.4,3.1710
102.42,3.1840
102.44,3.1500
102.46,3.1560
102.48,3.5190
102.5,4.7060
102.52,6.5530
102.54,6.0000
102.56,5.5470
102.58,5.4240
102.6,5.3020
102.62,5.1800
102.64,5.0500
102.66,5.1620
102.68,5.2730
102.7,5.3850
102.72,5.6860
102.74,5.4590
102.76,5.5550
102.78,5.6500
102.8,5.7460
102.82,6.3100
102.84,6.1270
102.86,5.9440
102.88,5.7610
102.9,5.8980
102.92,6.3560
102.94,6.4620
102.96,4.9500
102.98,4.5370
103,4.5310
103.02,4.5260
103.04,4.5200
103.06,4.7190
103.08,5.7080
103.1,6.6980
103.12,8.9710
103.14,9.0180
103.16,8.0180
103.18,5.6100
103.2,5.2500
103.22,4.7000
103.24,4.3050
103.26,4.1990
103.28,4.1820
103.3,4.0740
103.32,1.6080
103.34,1.8550
103.36,2.3150
103.38,2.5080
103.4,2.6400
103.42,3.0600
103.44,3.6490
103.46,3.8630
103.48,3.4040
103.5,3.2860
103.52,3.3900
103.54,3.3450
103.56,3.3050
103.58,4.8980
103.6,6.5930
103.62,6.4850
103.64,4.5450
103.66,4.3020
103.68,4.0600
103.7,4.0050
103.72,3.9500
103.74,3.8950
103.76,4.2680
103.78,4.7120
103.8,4.6890
103.82,4.5550
103.84,4.4770
103.86,4.3990
103.88,4.3200
103.9,4.4000
103.92,4.1830
103.94,4.0850
103.96,4.7850
103.98,8.3170
104,8.8520
104.02,6.2230
104.04,6.0650
104.06,5.9060
104.08,5.7470
104.1,6.1530
104.12,5.9680
104.14,5.7820
104.16,5.5960
104.18,5.7070
104.2,6.0800
104.22,8.0010
104.24,8.1480
104.26,6.6580
104.28,5.0180
104.3,4.9330
104.32,4.8470
104.34,4.7620
104.36,5.1500
104.38,5.5370
104.4,10.8700
104.42,17.8930
104.44,26.8890
104.46,30.7140
104.48,33.0640
104.5,35.2960
104.52,37.2040
104.54,38.1570
104.56,38.3300
104.58,37.9220
104.6,36.1610
104.62,34.6420
104.64,33.2010
104.66,32.3850
104.68,33.2910
104.7,35.6860
104.72,37.2710
104.74,38.8160
104.76,39.4920
104.78,40.5650
104.8,40.7050
104.82,40.3570
104.84,39.4270
104.86,38.6220
104.88,37.3230
104.9,28.1350
104.92,14.9910
104.94,10.5440
104.96,9.4860
104.98,8.9260
105,6.3080
