Depth (m),qc (MPa)
31.08,22.6020
31.1,21.6760
31.12,20.2280
31.14,19.7760
31.16,18.4840
31.18,17.5930
31.2,16.7190
31.22,15.6000
31.24,14.8300
31.26,14.2220
31.28,13.5750
31.3,12.8830
31.32,12.3860
31.34,12.0190
31.36,12.0860
31.38,12.2890
31.4,12.5890
31.42,12.7760
31.44,12.8580
31.46,13.0180
31.48,13.0040
31.5,12.4570
31.52,11.7130
31.54,11.0620
31.56,10.6580
31.58,10.4930
31.6,10.3390
31.62,10.7340
31.64,10.7940
31.66,10.9380
31.68,11.4900
31.7,12.0850
31.72,12.5700
31.74,12.9100
31.76,13.5480
31.78,13.9130
31.8,13.9300
31.82,13.5270
31.84,13.6460
31.86,13.6890
31.88,13.6930
31.9,13.6200
31.92,13.6180
31.94,13.6700
31.96,13.7680
31.98,14.0150
32,13.8640
32.02,13.0110
32.04,10.5190
32.06,8.3120
32.08,7.4250
32.1,7.1670
32.12,6.9100
32.14,6.6520
32.16,6.7090
32.18,7.2260
32.2,7.8590
32.22,2.1190
32.24,2.6940
32.26,3.8260
32.28,5.6100
32.3,8.4670
32.32,10.4440
32.34,11.4780
32.36,11.5890
32.38,11.1310
32.4,10.8460
32.42,10.4670
32.44,10.2670
32.46,10.0560
32.48,9.6530
32.5,9.1880
32.52,7.9870
32.54,7.6870
32.56,7.3870
32.58,7.0870
32.6,8.1100
32.62,9.2930
32.64,10.2280
32.66,10.5500
32.68,10.6900
32.7,10.8220
32.72,10.9980
32.74,11.1260
32.76,11.4570
32.78,11.9420
32.8,12.4370
32.82,12.4780
32.84,12.3330
32.86,12.3380
32.88,12.4510
32.9,12.6640
32.92,13.1090
32.94,12.9970
32.96,12.9550
32.98,13.1980
33,13.5810
33.02,14.3510
33.04,14.8190
33.06,14.9900
33.08,14.9700
33.1,15.0000
33.12,15.2880
33.14,15.5640
33.16,15.4000
33.18,14.9850
33.2,13.9950
33.22,13.3560
33.24,12.8720
33.26,12.1300
33.28,11.6260
33.3,11.2510
33.32,11.2960
33.34,11.6070
33.36,12.0780
33.38,12.8240
33.4,13.0600
33.42,12.8690
33.44,12.1150
33.46,11.4660
33.48,10.8100
33.5,10.0250
33.52,9.8150
33.54,9.6060
33.56,9.3960
33.58,10.5560
33.6,12.1110
33.62,12.0400
33.64,11.5740
33.66,11.3630
33.68,11.4860
33.7,11.9690
33.72,12.4720
33.74,12.6640
33.76,12.6230
33.78,12.3630
33.8,12.3120
33.82,12.2010
33.84,12.0970
33.86,12.2470
33.88,12.4390
33.9,13.0420
33.92,12.8710
33.94,12.2590
33.96,11.9470
33.98,12.0370
34,12.4110
34.02,12.8320
34.04,12.8860
34.06,12.8710
34.08,13.0720
34.1,13.1650
34.12,13.0700
34.14,12.8620
34.16,12.8760
34.18,13.1930
34.2,13.4930
34.22,13.5240
34.24,12.7600
34.26,12.5650
34.28,12.3710
34.3,12.1760
34.32,12.4750
34.34,13.3600
34.36,14.2950
34.38,15.4340
34.4,16.2610
34.42,16.2660
34.44,15.8130
34.46,14.8060
34.48,13.6030
34.5,13.0110
34.52,12.5990
34.54,12.7220
34.56,13.2570
34.58,13.9220
34.6,15.4540
34.62,16.1770
34.64,17.1180
34.66,17.8690
34.68,17.7380
34.7,16.9300
34.72,14.7120
34.74,13.8800
34.76,13.3820
34.78,13.7690
34.8,14.5340
34.82,2.0120
34.84,2.6700
34.86,3.6720
34.88,4.5570
34.9,5.9680
34.92,7.3720
34.94,9.0480
34.96,12.1610
34.98,15.6720
35,18.7660
35.02,18.9440
35.04,17.7530
35.06,16.7860
35.08,15.8800
35.1,15.6490
35.12,15.3530
35.14,14.7890
35.16,14.2890
35.18,14.1350
35.2,14.6420
35.22,15.8060
35.24,16.9580
35.26,18.5030
35.28,19.7460
35.3,19.8480
35.32,19.3940
35.34,18.3050
35.36,16.8160
35.38,15.1870
35.4,14.1480
35.42,13.6810
35.44,13.4120
35.46,13.5980
35.48,13.5900
35.5,13.6160
35.52,13.9840
35.54,14.7670
35.56,16.9090
35.58,18.8870
35.6,19.8740
35.62,20.2730
35.64,20.2870
35.66,19.7120
35.68,19.3320
35.7,19.1320
35.72,19.3360
35.74,19.9970
35.76,20.4470
35.78,20.5310
35.8,19.8470
35.82,18.8420
35.84,18.1160
35.86,17.7520
35.88,17.8400
35.9,18.0910
35.92,17.8800
35.94,17.9460
35.96,17.9790
35.98,17.7960
36,17.5020
36.02,17.5080
36.04,18.0650
36.06,19.0840
36.08,19.7500
36.1,20.1320
36.12,20.0140
36.14,19.6740
36.16,19.4190
36.18,19.1990
36.2,19.0570
36.22,17.9980
36.24,17.0590
36.26,15.8070
36.28,15.7410
36.3,15.6740
36.32,15.6070
36.34,16.0550
36.36,16.2240
36.38,15.6980
36.4,15.5400
36.42,15.0250
36.44,14.9400
36.46,15.2490
36.48,15.7630
36.5,16.4880
36.52,16.7890
36.54,17.1930
36.56,17.6910
36.58,17.8770
36.6,17.7070
36.62,17.2850
36.64,16.6700
36.66,16.4810
36.68,16.5180
36.7,16.8520
36.72,16.9800
36.74,16.9640
36.76,16.7570
36.78,16.2950
36.8,15.8980
36.82,15.2120
36.84,14.6350
36.86,14.4900
36.88,14.3040
36.9,14.1440
36.92,14.3810
36.94,15.3660
36.96,15.6810
36.98,16.4940
37,16.7430
37.02,16.8250
37.04,17.0880
37.06,17.5380
37.08,17.9350
37.1,17.9800
37.12,17.3930
37.14,16.6300
37.16,16.5660
37.18,16.5020
37.2,16.4380
37.22,17.0410
37.24,16.9800
37.26,16.8040
37.28,16.7640
37.3,17.2660
37.32,17.4770
37.34,17.8950
37.36,18.5840
37.38,19.4600
37.4,20.6810
37.42,1.2270
37.44,1.9030
37.46,2.3830
37.48,3.5060
37.5,4.8540
37.52,6.9490
37.54,8.9810
37.56,11.0060
37.58,12.0090
37.6,12.5010
37.62,12.6730
37.64,12.8470
37.66,13.2440
37.68,13.8250
37.7,13.8900
37.72,13.8550
37.74,13.7420
37.76,13.3610
37.78,13.1170
37.8,12.9880
37.82,13.1230
37.84,13.4610
37.86,13.9280
37.88,14.0170
37.9,13.8930
37.92,14.1090
37.94,14.7680
37.96,15.3130
37.98,15.0180
38,14.7240
38.02,14.4600
38.04,14.1770
38.06,13.8180
38.08,13.6950
38.1,13.5730
38.12,13.6180
38.14,13.8170
38.16,14.0440
38.18,14.1440
38.2,14.1800
38.22,14.0200
38.24,13.7950
38.26,13.6550
38.28,13.1920
38.3,12.6920
38.32,11.3200
38.34,7.7480
38.36,6.1990
38.38,5.0400
38.4,4.2790
38.42,4.2360
38.44,4.1930
38.46,4.1510
38.48,4.2070
38.5,5.7700
38.52,7.5730
38.54,9.1960
38.56,10.7590
38.58,11.0030
38.6,11.8360
38.62,12.3710
38.64,12.8530
38.66,12.9330
38.68,12.8240
38.7,12.9630
38.72,13.4070
38.74,13.8060
38.76,14.3660
38.78,14.6560
38.8,14.4390
38.82,14.0010
38.84,13.6550
38.86,12.9580
38.88,12.3890
38.9,11.9460
38.92,11.3760
38.94,11.0400
38.96,10.8830
38.98,10.9370
39,11.1450
39.02,11.4040
39.04,11.6670
39.06,11.7020
39.08,11.5800
39.1,11.1490
39.12,10.7980
39.14,10.3490
39.16,9.7640
39.18,9.0540
39.2,8.1650
39.22,7.2530
39.24,5.7530
39.26,4.2530
39.28,3.0720
39.3,2.8910
39.32,2.8650
39.34,2.8390
39.36,2.8130
39.38,2.8650
39.4,3.0240
39.42,3.0390
39.44,2.9710
39.46,2.7920
39.48,2.5600
39.5,2.4280
39.52,2.3190
39.54,2.2290
39.56,2.0280
39.58,1.9700
39.6,1.9260
39.62,1.9220
39.64,2.0820
39.66,2.2200
39.68,2.4460
39.7,2.6560
39.72,3.0520
39.74,3.3740
39.76,4.3760
39.78,4.9020
39.8,4.9690
39.82,4.7010
39.84,4.0600
39.86,3.8060
39.88,3.6070
39.9,3.2940
39.92,3.1500
39.94,2.6860
39.96,2.3810
39.98,2.1420
40,1.7560
40.02,1.6210
40.04,1.4820
40.06,1.3900
40.08,1.3300
40.1,1.3210
40.12,1.3470
40.14,1.3230
40.16,1.4490
40.18,1.7500
40.2,1.7880
40.22,1.5300
40.24,1.3650
40.26,1.2150
40.28,1.1010
40.3,0.9980
40.32,0.9410
40.34,0.8940
40.36,0.8540
40.38,0.8920
40.4,1.0490
40.42,1.5400
40.44,1.8910
40.46,2.4890
40.48,2.7550
40.5,2.8400
40.52,2.7870
40.54,2.7900
40.56,2.8190
40.58,2.7830
40.6,2.8590
40.62,3.1510
40.64,3.4460
40.66,3.5220
40.68,3.4050
40.7,3.4860
40.72,3.6480
40.74,4.0160
40.76,6.1600
40.78,8.8190
40.8,10.7730
40.82,10.7270
40.84,10.5070
40.86,10.2880
40.88,10.0680
40.9,11.4390
40.92,11.0620
40.94,9.8620
40.96,8.2350
40.98,6.7650
41,5.2500
41.02,4.6460
41.04,4.2790
41.06,4.2870
41.08,4.1380
41.1,4.3070
41.12,4.4760
41.14,4.6450
41.16,5.0030
41.18,6.1270
41.2,7.2350
41.22,7.1980
41.24,6.0610
41.26,5.9220
41.28,5.7840
41.3,5.6450
41.32,5.9380
41.34,4.4920
41.36,4.4190
41.38,4.3450
41.4,4.2720
41.42,4.2920
41.44,4.4510
41.46,4.5910
41.48,4.1920
41.5,3.5630
41.52,3.2960
41.54,3.2400
41.56,3.1840
41.58,3.1280
41.6,3.8890
41.62,4.3960
41.64,4.4380
41.66,4.6150
41.68,4.7600
41.7,4.4370
41.72,3.9540
41.74,3.5050
41.76,2.9590
41.78,2.6160
41.8,2.1440
41.82,1.9490
41.84,1.9250
41.86,1.9010
41.88,1.8770
41.9,2.1420
41.92,2.6970
41.94,3.1230
41.96,3.3440
41.98,3.6700
42,3.7720
42.02,3.7140
42.04,3.5020
42.06,3.4480
42.08,3.3940
42.1,3.3390
42.12,4.1700
42.14,5.2920
42.16,5.7370
42.18,6.0630
42.2,6.3900
42.22,6.7160
42.24,7.4050
42.26,9.6830
42.28,10.4220
42.3,9.0890
42.32,6.2210
42.34,4.6720
42.36,3.7470
42.38,3.0670
42.4,2.9350
42.42,2.8030
42.44,2.6700
42.46,2.6750
42.48,4.3330
42.5,5.4430
42.52,5.5210
42.54,5.6820
42.56,5.8420
42.58,6.0030
42.6,7.3540
42.62,7.5930
42.64,6.3300
42.66,6.0810
42.68,5.8320
42.7,5.5830
42.72,5.6710
42.74,6.0170
42.76,5.8250
42.78,5.5790
42.8,5.6260
42.82,7.0220
42.84,8.3390
42.86,8.6660
42.88,8.7220
42.9,8.7710
42.92,1.7580
42.94,4.3620
42.96,6.4670
42.98,8.0340
43,9.5660
43.02,10.0250
43.04,10.0840
43.06,9.9430
43.08,9.9970
43.1,10.0080
43.12,9.7350
43.14,8.8940
43.16,7.0150
43.18,5.3200
43.2,4.1310
43.22,2.9480
43.24,2.6140
43.26,2.1100
43.28,1.9260
43.3,1.8940
43.32,1.8970
43.34,1.9490
43.36,2.0370
43.38,2.1510
43.4,2.2500
43.42,2.2610
43.44,2.2460
43.46,2.1990
43.48,2.1790
43.5,2.2140
43.52,2.2180
43.54,2.1950
43.56,2.2550
43.58,2.3400
43.6,2.4650
43.62,2.6170
43.64,2.7680
43.66,3.0720
43.68,3.1560
43.7,3.2710
43.72,3.4170
43.74,3.9410
43.76,4.4660
43.78,4.9910
43.8,5.8910
43.82,5.7410
43.84,4.9460
43.86,4.3120
43.88,4.2430
43.9,4.1730
43.92,4.1040
43.94,4.2630
43.96,4.1670
43.98,4.0100
44,3.8350
44.02,3.7230
44.04,3.6190
44.06,3.4330
44.08,3.3810
44.1,3.3380
44.12,3.2730
44.14,3.3620
44.16,3.3910
44.18,3.4230
44.2,3.3870
44.22,3.5410
44.24,3.9840
44.26,4.2770
44.28,4.2550
44.3,4.0920
44.32,3.9740
44.34,3.8880
44.36,3.7850
44.38,3.5690
44.4,3.4600
44.42,3.3520
44.44,3.2430
44.46,3.4780
44.48,3.5620
44.5,3.4090
44.52,3.2950
44.54,3.2200
44.56,3.2080
44.58,3.2990
44.6,3.5060
44.62,3.4840
44.64,3.2390
44.66,3.0380
44.68,2.7580
44.7,2.5350
44.72,2.4250
44.74,2.4140
44.76,2.4560
44.78,2.7060
44.8,3.1790
44.82,3.9330
44.84,4.7490
44.86,5.3930
44.88,6.5150
44.9,7.9810
44.92,8.3040
44.94,8.2820
44.96,8.2660
44.98,8.6510
45,8.7340
45.02,8.7500
45.04,9.2870
45.06,10.0390
45.08,10.1430
45.1,10.2390
45.12,10.0330
45.14,8.0300
45.16,6.4570
45.18,5.2410
45.2,4.4890
45.22,4.3680
45.24,4.2470
45.26,4.1260
45.28,4.3400
45.3,4.5840
45.32,4.5800
45.34,4.6460
45.36,4.5910
45.38,4.2490
45.4,4.2130
45.42,4.1760
45.44,4.1390
45.46,4.3620
45.48,4.1840
45.5,4.1790
45.52,4.1750
45.54,4.1700
45.56,5.5280
45.58,6.4630
45.6,6.4980
45.62,1.4780
45.64,1.7470
45.66,1.9940
45.68,2.4660
45.7,2.3740
45.72,2.6150
45.74,2.9070
45.76,2.9020
45.78,3.0210
45.8,3.1410
45.82,3.2600
45.84,4.1820
45.86,4.0210
45.88,3.6200
45.9,3.4730
45.92,3.2370
45.94,3.1740
45.96,3.1100
45.98,3.0470
46,3.1170
46.02,3.5160
46.04,3.7360
46.06,3.6910
46.08,3.6840
46.1,3.6370
46.12,3.5880
46.14,3.4520
46.16,3.4630
46.18,3.4960
46.2,3.4900
46.22,3.7190
46.24,4.0100
46.26,4.3280
46.28,4.1530
46.3,3.5320
46.32,3.3480
46.34,3.2830
46.36,3.3050
46.38,3.7280
46.4,4.1330
46.42,5.2650
46.44,5.9290
46.46,7.4280
46.48,8.4430
46.5,9.2210
46.52,9.4710
46.54,9.1440
46.56,9.3000
46.58,9.8460
46.6,10.0950
46.62,10.4370
46.64,10.7370
46.66,10.6740
46.68,10.5800
46.7,10.6070
46.72,10.6640
46.74,10.9980
46.76,11.6190
46.78,12.3970
46.8,12.6370
46.82,11.9400
46.84,11.1210
46.86,10.6990
46.88,9.7930
46.9,8.3120
46.92,7.0010
46.94,6.4680
46.96,6.3510
46.98,6.3580
47,6.1120
47.02,5.5800
47.04,5.2310
47.06,5.2680
47.08,5.1700
47.1,4.4340
47.12,3.1340
47.14,2.5520
47.16,1.9560
47.18,1.8760
47.2,1.7950
47.22,1.7150
47.24,1.7640
47.26,3.2450
47.28,7.2970
47.3,11.8430
47.32,15.3650
47.34,16.5260
47.36,16.4960
47.38,16.1970
47.4,16.0470
47.42,15.7780
47.44,15.2800
47.46,13.4040
47.48,9.9010
47.5,7.8700
47.52,7.5430
47.54,7.2160
47.56,6.8890
47.58,7.0040
47.6,8.7110
47.62,11.4410
47.64,12.6010
47.66,12.4640
47.68,11.3970
47.7,10.1370
47.72,9.1800
47.74,7.1920
47.76,6.5310
47.78,6.4610
47.8,6.3900
47.82,6.3200
47.84,6.6380
47.86,7.5980
47.88,9.7030
47.9,12.9560
47.92,15.0310
47.94,17.1590
47.96,18.3930
47.98,20.3110
48,20.9470
48.02,20.9220
48.04,20.2460
48.06,19.0310
48.08,16.2210
48.1,14.1910
48.12,10.9610
48.14,8.6040
48.16,8.4930
48.18,8.3820
48.2,8.2710
48.22,9.3900
48.24,10.6590
48.26,11.9440
48.28,12.7040
48.3,13.3920
48.32,2.4340
48.34,3.1770
48.36,3.4410
48.38,5.1640
48.4,6.3890
48.42,8.6800
48.44,10.1690
48.46,11.5840
48.48,13.1390
48.5,14.4110
48.52,14.8410
48.54,15.4450
48.56,15.8110
48.58,16.0100
48.6,15.7810
48.62,15.1580
48.64,14.9660
48.66,14.9900
48.68,14.9660
48.7,14.9740
48.72,15.1560
48.74,15.4210
48.76,16.1430
48.78,16.6060
48.8,17.3040
48.82,17.7270
48.84,18.2220
48.86,18.6810
48.88,19.4890
48.9,20.2670
48.92,20.6180
48.94,21.6200
48.96,21.9370
48.98,21.6960
49,21.5100
49.02,21.0380
49.04,20.9920
49.06,21.2020
49.08,21.5290
49.1,21.7100
49.12,21.4910
49.14,21.0420
49.16,20.4600
49.18,19.8760
49.2,19.0800
49.22,18.8270
49.24,18.4760
49.26,17.7580
49.28,17.2390
49.3,17.2420
49.32,17.5260
49.34,17.5910
49.36,17.4990
49.38,17.3770
49.4,17.2610
49.42,17.1590
49.44,16.9880
49.46,16.6590
49.48,16.1740
49.5,15.9100
49.52,15.2970
49.54,14.9360
49.56,14.3910
49.58,14.1980
49.6,14.0600
49.62,14.0450
49.64,14.3120
49.66,14.5940
49.68,14.7480
49.7,14.8830
49.72,14.9480
49.74,15.3150
49.76,15.7890
49.78,15.9780
49.8,15.9290
49.82,15.5590
49.84,15.1670
49.86,15.0740
49.88,15.4420
49.9,16.3810
49.92,17.0440
49.94,17.7660
49.96,17.9740
49.98,17.9130
50,16.7760
50.02,15.6110
50.04,14.5930
50.06,13.9970
50.08,14.0790
50.1,14.6370
50.12,14.7450
50.14,14.2620
50.16,14.2220
50.18,13.8940
50.2,13.6890
50.22,13.5220
50.24,13.3260
50.26,13.8130
50.28,14.3480
50.3,14.7780
50.32,14.6340
50.34,13.6860
50.36,11.4750
50.38,11.4060
50.4,11.3380
50.42,11.2690
50.44,12.0410
50.46,12.6390
50.48,12.4530
50.5,12.2670
50.52,12.0810
50.54,12.1450
50.56,13.5560
50.58,13.9730
50.6,14.1770
50.62,13.8800
50.64,13.3970
50.66,13.1760
50.68,12.7010
50.7,12.3560
50.72,11.9740
50.74,11.5800
50.76,11.6440
50.78,11.7020
50.8,12.0750
50.82,12.8100
50.84,13.1040
50.86,13.3140
50.88,13.3730
50.9,12.7110
50.92,11.6500
50.94,9.0470
50.96,6.3270
50.98,5.3890
51,4.0470
51.02,3.6630
51.04,3.2790
51.06,2.8950
51.08,3.0820
51.1,2.5730
51.12,2.4400
51.14,2.4570
51.16,2.5570
51.18,3.8050
51.2,4.0710
51.22,4.2190
51.24,4.5980
51.26,5.0190
51.28,5.1940
51.3,5.6390
51.32,6.1210
51.34,6.6250
51.36,6.8660
51.38,6.8450
51.4,6.7720
51.42,6.7140
51.44,6.6720
51.46,6.4240
51.48,6.3470
51.5,6.4030
51.52,6.5420
51.54,6.7890
51.56,7.0860
51.58,7.1790
51.6,6.9420
51.62,6.5390
51.64,5.5970
51.66,5.0490
51.68,4.1360
51.7,3.0250
51.72,2.5920
51.74,2.1420
51.76,2.0690
51.78,2.0320
51.8,1.9360
51.82,1.9550
51.84,1.9740
51.86,1.9940
51.88,2.3060
51.9,2.5820
51.92,2.8710
51.94,4.3970
51.96,4.4740
51.98,3.6580
52,3.3720
52.02,3.0860
52.04,3.0070
52.06,2.9280
52.08,2.8500
52.1,2.7090
52.12,2.5740
52.14,2.5410
52.16,2.9310
52.18,3.3120
52.2,4.4640
52.22,6.4150
52.24,6.7010
52.26,5.3080
52.28,5.0900
52.3,4.8710
52.32,4.6520
52.34,5.2560
52.36,7.8760
52.38,9.4450
52.4,9.7360
52.42,9.5770
52.44,9.4180
52.46,9.2590
52.48,9.7580
52.5,10.1260
52.52,9.9730
52.54,9.5200
52.56,9.4780
52.58,9.4360
52.6,9.3940
52.62,10.0170
52.64,10.1110
52.66,10.0840
52.68,10.3240
52.7,10.7900
52.72,11.3130
52.74,11.5480
52.76,11.3450
52.78,11.0910
52.8,10.8700
52.82,10.9210
52.84,10.9180
52.86,10.7300
52.88,10.3820
52.9,10.1990
52.92,10.4760
52.94,11.1110
52.96,11.3340
52.98,11.2660
53,11.0690
53.02,11.0110
53.04,11.0350
53.06,11.2110
53.08,11.5060
53.1,12.2210
53.12,13.1690
53.14,13.5630
53.16,14.6960
53.18,15.4170
53.2,15.4380
53.22,15.2420
53.24,15.0960
53.26,15.2080
53.28,15.1780
53.3,14.9480
53.32,14.6510
53.34,14.5250
53.36,14.7320
53.38,15.5430
53.4,16.5000
53.42,17.3610
53.44,18.0580
53.46,18.1250
53.48,17.9830
53.5,17.5370
53.52,17.2000
53.54,16.8680
53.56,16.5480
53.58,16.1980
53.6,15.7620
53.62,15.1220
53.64,14.6560
53.66,13.9940
53.68,13.5460
53.7,13.3160
53.72,13.2340
53.74,13.3020
53.76,13.5210
53.78,13.7280
53.8,13.8600
53.82,13.9230
53.84,14.0690
53.86,14.3260
53.88,14.4440
53.9,14.3470
53.92,2.4310
53.94,3.5230
53.96,4.2080
53.98,5.2400
54,7.4240
54.02,8.8840
54.04,9.8480
54.06,10.0480
54.08,10.1760
54.1,10.8010
54.12,11.4780
54.14,12.0810
54.16,12.3190
54.18,12.4130
54.2,12.7020
54.22,13.0410
54.24,13.4200
54.26,13.6370
54.28,13.6550
54.3,13.7100
54.32,13.7160
54.34,13.7400
54.36,14.1670
54.38,14.4910
54.4,14.7390
54.42,14.8890
54.44,15.2910
54.46,15.3840
54.48,15.5260
54.5,15.4950
54.52,15.4930
54.54,15.4750
54.56,15.4810
54.58,15.5600
54.6,15.7520
54.62,15.7320
54.64,15.6740
54.66,15.6470
54.68,15.5260
54.7,15.3240
54.72,15.1110
54.74,14.8780
54.76,14.7500
54.78,14.6520
54.8,14.3710
54.82,14.1510
54.84,13.9790
54.86,13.7550
54.88,13.9780
54.9,14.1480
54.92,14.2840
54.94,14.5470
54.96,14.9550
54.98,14.9640
55,14.9220
55.02,14.9310
55.04,14.9640
55.06,15.0110
55.08,15.3150
55.1,15.5830
55.12,15.8280
55.14,15.9130
55.16,15.9500
55.18,15.9520
55.2,15.8440
55.22,15.7480
55.24,15.6810
55.26,15.8160
55.28,15.8870
55.3,15.8970
55.32,15.9360
55.34,16.0900
55.36,16.2270
55.38,16.2820
55.4,16.3180
55.42,16.2760
55.44,16.1360
55.46,16.0890
55.48,16.0680
55.5,16.2710
55.52,16.7770
55.54,17.2640
55.56,17.6310
55.58,17.8230
55.6,17.9860
55.62,18.0900
55.64,18.3220
55.66,18.3250
55.68,18.1060
55.7,17.8900
55.72,17.6410
55.74,17.5230
55.76,17.4500
55.78,17.6000
55.8,17.6610
55.82,17.6780
55.84,17.6910
55.86,17.8290
55.88,18.0000
55.9,18.1740
55.92,18.1790
55.94,18.1020
55.96,17.8520
55.98,17.7380
56,17.6040
56.02,17.6630
56.04,17.9000
56.06,18.3630
56.08,19.2640
56.1,20.0530
56.12,20.4540
56.14,21.3230
56.16,21.6900
56.18,22.1940
56.2,23.0670
56.22,23.8830
56.24,24.4790
56.26,25.7270
56.28,26.3200
56.3,26.3410
56.32,26.3220
56.34,26.1740
56.36,25.9540
56.38,25.6070
56.4,24.8620
56.42,24.4550
56.44,23.1980
56.46,21.5300
56.48,20.6650
56.5,19.2140
56.52,2.5560
56.54,4.5370
56.56,6.3870
56.58,8.6280
56.6,11.6200
56.62,12.6980
56.64,13.7640
56.66,14.9620
56.68,15.8420
56.7,16.7530
56.72,17.5210
56.74,17.7690
56.76,17.6780
56.78,17.6880
56.8,17.7790
56.82,17.7860
56.84,17.7200
56.86,17.6390
56.88,17.5180
56.9,17.3550
56.92,17.2250
56.94,17.3870
56.96,17.5040
56.98,17.5140
57,17.4840
57.02,17.5140
57.04,17.6630
57.06,17.6560
57.08,17.3710
57.1,17.3130
57.12,17.3530
57.14,17.2810
57.16,17.2340
57.18,17.1960
57.2,17.1150
57.22,17.0650
57.24,17.0290
57.26,16.7560
57.28,16.6450
57.3,16.7210
57.32,16.8070
57.34,16.9680
57.36,17.0930
57.38,17.1850
57.4,17.2510
57.42,17.2780
57.44,17.0500
57.46,16.9780
57.48,16.8430
57.5,16.6140
57.52,16.1860
57.54,15.6600
57.56,15.2540
57.58,15.1300
57.6,15.1740
57.62,15.2270
57.64,15.1380
57.66,14.9930
57.68,14.9430
57.7,15.0050
57.72,15.3450
57.74,15.8280
57.76,16.2780
57.78,16.6260
57.8,16.8780
57.82,16.8070
57.84,16.4720
57.86,16.0160
57.88,15.6630
57.9,15.5240
57.92,15.5490
57.94,15.6950
57.96,15.7690
57.98,15.7360
58,15.5360
58.02,15.3580
58.04,15.0110
58.06,14.6770
58.08,14.6350
58.1,15.0210
58.12,15.4490
58.14,15.6090
58.16,15.5650
58.18,15.4980
58.2,15.3700
58.22,15.2240
58.24,15.3670
58.26,15.4380
58.28,15.5740
58.3,15.5800
58.32,15.4110
58.34,15.1490
58.36,14.8490
58.38,14.6960
58.4,14.7580
58.42,14.9620
58.44,15.6690
58.46,16.0490
58.48,16.1450
58.5,16.2190
58.52,16.1070
58.54,16.3210
58.56,16.4640
58.58,16.6750
58.6,16.8190
58.62,16.8540
58.64,16.7290
58.66,16.7420
58.68,16.5920
58.7,16.2650
58.72,16.0650
58.74,15.7300
58.76,15.4930
58.78,15.1620
58.8,14.8750
58.82,14.7430
58.84,14.9080
58.86,15.1940
58.88,15.3710
58.9,15.2470
58.92,14.9350
58.94,14.8840
58.96,15.2580
58.98,15.5950
59,15.4960
59.02,15.3180
59.04,15.2450
59.06,15.2680
59.08,15.3480
59.1,15.2030
59.12,1.7790
59.14,2.8280
59.16,3.9180
59.18,5.3130
59.2,6.2330
59.22,7.6730
59.24,8.6630
59.26,9.7240
59.28,10.8400
59.3,11.7620
59.32,12.5720
59.34,13.3430
59.36,13.8420
59.38,14.6440
59.4,15.1050
59.42,15.3730
59.44,15.5500
59.46,15.6860
59.48,16.0550
59.5,16.1850
59.52,16.4430
59.54,16.7160
59.56,16.9390
59.58,17.1680
59.6,17.2110
59.62,16.9730
59.64,16.8160
59.66,16.7440
59.68,16.6650
59.7,16.6990
59.72,16.7790
59.74,16.6020
59.76,16.3320
59.78,16.2040
59.8,15.7550
59.82,15.4070
59.84,15.2850
59.86,15.6650
59.88,15.9580
59.9,15.9230
59.92,15.5650
59.94,15.2130
59.96,15.1500
59.98,15.3170
60,15.7380
60.02,15.7210
60.04,15.8500
60.06,16.3000
60.08,16.3330
60.1,16.2480
60.12,16.0570
60.14,16.1060
60.16,16.3490
60.18,16.6050
60.2,16.8320
60.22,16.8940
60.24,16.8350
60.26,16.7580
60.28,16.9490
60.3,17.1480
60.32,17.3010
60.34,17.3940
60.36,17.5940
60.38,17.7480
60.4,17.7450
60.42,17.7850
60.44,17.6100
60.46,17.3720
60.48,17.1790
60.5,17.3480
60.52,17.5440
60.54,17.5730
60.56,17.7420
60.58,17.7810
60.6,17.8660
60.62,17.6690
60.64,17.2740
60.66,16.9760
60.68,17.0070
60.7,17.1140
60.72,17.1020
60.74,16.9070
60.76,16.7930
60.78,17.1280
60.8,17.2920
60.82,17.2980
60.84,17.1270
60.86,16.8710
60.88,16.7880
60.9,16.9360
60.92,17.1170
60.94,17.1960
60.96,17.1330
60.98,16.9810
61,16.8390
61.02,16.8410
61.04,16.8440
61.06,17.1300
61.08,17.2490
61.1,17.5020
61.12,17.6190
61.14,17.5650
61.16,17.1940
61.18,17.1040
61.2,17.0670
61.22,16.7720
61.24,16.3980
61.26,16.0820
61.28,15.4390
61.3,15.0890
61.32,15.0350
61.34,15.4830
61.36,15.7970
61.38,16.0530
61.4,16.2030
61.42,16.1280
61.44,15.7420
61.46,15.9240
61.48,16.1570
61.5,16.1600
61.52,16.0700
61.54,15.9890
61.56,15.5460
61.58,15.5310
61.6,15.5020
61.62,15.4900
61.64,15.6390
61.66,15.9300
61.68,16.2480
61.7,16.5160
61.72,16.2180
61.74,16.0620
61.76,15.6940
61.78,14.9920
61.8,14.4020
61.82,1.8410
61.84,2.8160
61.86,3.2460
61.88,4.7160
61.9,4.8090
61.92,5.2710
61.94,5.7330
61.96,6.1960
61.98,9.5590
62,11.0780
62.02,11.7750
62.04,11.7530
62.06,11.6220
62.08,11.4520
62.1,11.7380
62.12,12.4990
62.14,12.7530
62.16,12.0440
62.18,11.9040
62.2,11.4420
62.22,11.7830
62.24,12.9950
62.26,13.7450
