Depth (m),qc (MPa)
62.4,3.9943
62.42,5.8662
62.44,5.9613
62.46,6.4639
62.48,6.4968
62.5,7.8476
62.52,9.0429
62.54,8.7801
62.56,7.9474
62.58,7.7253
62.6,9.9747
62.62,12.8068
62.64,15.4767
62.66,15.0974
62.68,11.6379
62.7,8.6067
62.72,7.3485
62.74,6.5955
62.76,7.5207
62.78,7.6845
62.8,7.1868
62.82,4.9964
62.84,3.5771
62.86,4.1053
62.88,6.3426
62.9,12.7669
62.92,13.3263
62.94,15.4906
62.96,15.5385
62.98,8.6426
63,7.4670
63.02,7.2092
63.04,6.7799
63.06,6.7519
63.08,6.7627
63.1,6.1573
63.12,6.1072
63.14,7.8588
63.16,8.3901
63.18,13.4826
63.2,14.9310
63.22,18.2784
63.24,19.8212
63.26,20.8111
63.28,21.6172
63.3,23.0033
63.32,24.4331
63.34,29.3638
63.36,31.0374
63.38,31.7042
63.4,30.1260
63.42,33.6679
63.44,41.0809
63.46,41.7205
63.48,42.7925
63.5,43.7406
63.52,43.4462
63.54,43.5075
63.56,42.5402
63.58,44.0659
63.6,46.0339
63.62,46.1776
63.64,45.7347
63.66,44.4795
63.68,45.9645
63.7,46.0010
63.72,40.0892
63.74,34.2719
63.76,34.0831
63.78,34.6141
63.8,33.0620
63.82,31.9836
63.84,30.7878
63.86,33.4407
63.88,33.8156
63.9,36.0524
63.92,36.3174
63.94,36.3656
63.96,38.0668
63.98,39.0689
64,38.4979
64.02,38.5955
64.04,38.9197
64.06,39.1856
64.08,40.9842
64.1,44.2280
64.12,45.6005
64.14,0.0000
64.16,9.0202
64.18,14.6850
64.2,19.3831
64.22,25.5771
64.24,27.8766
64.26,30.5244
64.28,30.9499
64.3,31.5866
64.32,33.8141
64.34,35.3423
64.36,35.7541
64.38,37.5189
64.4,38.3435
64.42,38.8354
64.44,39.0378
64.46,40.2986
64.48,42.2093
64.5,43.3253
64.52,43.6227
64.54,43.6099
64.56,43.6941
64.58,43.5500
64.6,43.1426
64.62,42.7818
64.64,43.3323
64.66,44.6062
64.68,45.8197
64.7,44.6709
64.72,44.0880
64.74,43.8829
64.76,42.1200
64.78,41.3975
64.8,36.1444
64.82,27.9797
64.84,26.8631
64.86,28.9264
64.88,24.0838
64.9,16.0986
64.92,13.9968
64.94,17.5153
64.96,21.8137
64.98,26.9014
65,30.8968
65.02,33.7417
65.04,33.7842
65.06,33.0866
65.08,35.6457
65.1,36.4323
65.12,38.5455
65.14,39.0974
65.16,40.1397
65.18,41.5208
65.2,40.7650
65.22,40.8306
65.24,42.9173
65.26,41.9761
65.28,40.3451
65.3,35.8915
65.32,34.7312
65.34,26.9176
65.36,26.4060
65.38,27.8737
65.4,30.9434
65.42,34.3500
65.44,35.9620
65.46,39.3217
65.48,41.1772
65.5,43.1671
65.52,44.5747
65.54,44.3327
65.56,42.5639
65.58,39.5711
65.6,38.6064
65.62,35.8855
65.64,34.7159
65.66,34.1004
65.68,34.8678
65.7,34.3171
65.72,33.0714
65.74,31.7166
65.76,30.9572
65.78,31.1909
65.8,31.2289
65.82,30.7833
65.84,30.8715
65.86,31.4812
65.88,32.6820
65.9,34.2599
65.92,35.2682
65.94,35.5182
65.96,36.5713
65.98,0.0000
66,6.3137
66.02,9.2322
66.04,12.0704
66.06,14.0331
66.08,16.4427
66.1,18.4410
66.12,19.8166
66.14,20.7398
66.16,22.7139
66.18,22.9444
66.2,22.0968
66.22,21.3649
66.24,20.2499
66.26,20.5525
66.28,20.9409
66.3,21.7837
66.32,22.5931
66.34,22.9294
66.36,23.0273
66.38,24.0846
66.4,24.8968
66.42,25.7660
66.44,26.7225
66.46,26.9329
66.48,27.7474
66.5,27.6549
66.52,26.2629
66.54,24.6408
66.56,23.2413
66.58,22.0053
66.6,23.6448
66.62,27.7597
66.64,28.0780
66.66,28.9418
66.68,29.3762
66.7,29.3721
66.72,28.8607
66.74,26.8786
66.76,26.6366
66.78,25.6686
66.8,25.5474
66.82,25.1214
66.84,25.3817
66.86,24.6958
66.88,19.9305
66.9,19.2683
66.92,17.3544
66.94,19.3607
66.96,23.6487
66.98,27.5140
67,29.1455
67.02,30.0104
67.04,30.3826
67.06,29.7348
67.08,30.3503
67.1,30.2304
67.12,29.9290
67.14,28.4172
67.16,25.4578
67.18,24.8889
67.2,21.2230
67.22,17.5379
67.24,15.3461
67.26,15.1436
67.28,16.4842
67.3,17.5736
67.32,18.6219
67.34,18.6540
67.36,17.0407
67.38,14.6798
67.4,9.9527
67.42,9.0009
67.44,7.5269
67.46,5.8034
67.48,5.1932
67.5,4.9485
67.52,4.9472
67.54,4.5007
67.56,4.1523
67.58,4.0169
67.6,4.0387
67.62,4.0282
67.64,4.3007
67.66,4.3339
67.68,4.6331
67.7,4.9950
67.72,5.1966
67.74,6.1398
67.76,6.9462
67.78,7.1726
67.8,7.9392
67.82,9.3915
67.84,15.4369
67.86,18.9740
67.88,20.6901
67.9,23.7385
67.92,26.7270
67.94,28.1667
67.96,29.4424
67.98,29.7907
68,30.1660
68.02,29.4736
68.04,29.2477
68.06,27.6830
68.08,26.2370
68.1,25.4187
68.12,25.2137
68.14,25.8002
68.16,25.9435
68.18,26.2503
68.2,25.9915
68.22,25.2039
68.24,25.0542
68.26,24.9979
68.28,23.5873
68.3,21.8414
68.32,22.2056
68.34,22.2391
68.36,21.2173
68.38,21.2916
68.4,21.2121
68.42,22.4219
68.44,23.2773
68.46,23.4310
68.48,24.9755
68.5,25.3024
68.52,25.1756
68.54,24.6683
68.56,23.7156
68.58,22.6807
68.6,21.9947
68.62,21.8392
68.64,20.8373
68.66,20.4302
68.68,18.0639
68.7,17.5936
68.72,17.4171
68.74,17.8146
68.76,19.5648
68.78,20.5111
68.8,0.0000
68.82,6.5739
68.84,9.3658
68.86,11.2792
68.88,13.2881
68.9,15.5563
68.92,16.8721
68.94,18.3322
68.96,19.1578
68.98,18.4578
69,17.1951
69.02,15.3577
69.04,13.7350
69.06,12.1247
69.08,10.8497
69.1,16.2760
69.12,22.3918
69.14,26.3616
69.16,29.9510
69.18,31.8044
69.2,33.9303
69.22,35.8322
69.24,35.9689
69.26,36.4838
69.28,37.1971
69.3,38.1040
69.32,38.6123
69.34,38.7975
69.36,39.1331
69.38,41.3010
69.4,43.8488
69.42,44.4304
69.44,44.9462
69.46,43.6789
69.48,44.2377
69.5,44.7819
69.52,46.2306
69.54,46.6979
69.56,45.9396
69.58,45.5025
69.6,44.6781
69.62,44.4350
69.64,44.7567
69.66,44.4205
69.68,42.6238
69.7,38.2464
69.72,29.8701
69.74,24.2911
69.76,22.7047
69.78,22.7496
69.8,22.0949
69.82,21.8497
69.84,22.4537
69.86,22.6084
69.88,21.7291
69.9,20.7083
69.92,20.5560
69.94,20.0807
69.96,19.7618
69.98,17.7944
70,15.0834
70.02,12.1092
70.04,10.5800
70.06,9.6152
70.08,10.2221
70.1,11.6303
70.12,12.7053
70.14,12.9363
70.16,11.8899
70.18,11.4988
70.2,13.9977
70.22,17.7478
70.24,21.0933
70.26,24.6472
70.28,26.7549
70.3,27.7937
70.32,29.1124
70.34,29.8835
70.36,29.8411
70.38,30.2594
70.4,28.9885
70.42,28.3393
70.44,27.0503
70.46,27.1555
70.48,26.6952
70.5,27.4514
70.52,27.6309
70.54,27.5816
70.56,28.4346
70.58,28.6683
70.6,29.2793
70.62,30.3707
70.64,31.4843
70.66,31.0515
70.68,29.4938
70.7,28.1329
70.72,27.9635
70.74,28.0444
70.76,28.7456
70.78,27.3783
70.8,21.4989
70.82,21.4144
70.84,21.9388
70.86,24.8120
70.88,27.7717
70.9,29.2551
70.92,28.4626
70.94,28.5107
70.96,29.4710
70.98,30.5356
71,32.1647
71.02,33.6923
71.04,34.7754
71.06,32.0344
71.08,31.0439
71.1,30.5246
71.12,30.6852
71.14,31.1500
71.16,30.8954
71.18,29.5875
71.2,27.9753
71.22,27.1361
71.24,26.1336
71.26,26.4829
71.28,26.6386
71.3,25.0695
71.32,24.1924
71.34,23.1140
71.36,22.1681
71.38,21.7569
71.4,21.6331
71.42,21.5368
71.44,21.6778
71.46,22.0795
71.48,22.2272
71.5,21.7073
71.52,21.2246
71.54,21.0624
71.56,21.1340
71.58,20.9551
71.6,21.1053
71.62,0.0000
71.64,5.5418
71.66,6.5916
71.68,7.3149
71.7,8.5333
71.72,11.0649
71.74,14.8171
71.76,17.7549
71.78,18.7749
71.8,18.7428
71.82,18.2939
71.84,17.6585
71.86,17.5063
71.88,18.9108
71.9,20.2514
71.92,20.5030
71.94,22.1804
71.96,22.7403
71.98,20.9778
72,17.8178
72.02,16.4967
72.04,16.6196
72.06,16.8954
72.08,16.4597
72.1,14.5298
72.12,11.9749
72.14,10.0559
72.16,8.7406
72.18,8.2809
72.2,10.7941
72.22,12.7759
72.24,14.5095
72.26,15.2916
72.28,15.6316
72.3,15.6543
72.32,15.7168
72.34,15.9624
72.36,16.4497
72.38,16.9423
72.4,18.2421
72.42,19.4114
72.44,19.6317
72.46,19.6107
72.48,19.2669
72.5,18.7468
72.52,18.5191
72.54,19.1567
72.56,19.4855
72.58,18.7312
72.6,16.8061
72.62,13.6597
72.64,12.1856
72.66,12.7607
72.68,14.8971
72.7,16.0240
72.72,15.9379
72.74,14.9807
72.76,13.5150
72.78,10.8835
72.8,8.6446
72.82,9.6410
72.84,12.5107
72.86,13.6251
72.88,14.2334
72.9,15.0604
72.92,15.8938
72.94,16.0861
72.96,15.4046
72.98,13.6953
73,9.8630
73.02,6.3853
73.04,4.8861
73.06,6.9753
73.08,8.9540
73.1,8.9765
73.12,7.7883
73.14,6.4373
73.16,4.9922
73.18,4.0163
73.2,3.9532
73.22,5.1228
73.24,6.5111
73.26,6.5321
73.28,5.5936
73.3,5.9816
73.32,8.8259
73.34,11.5627
73.36,12.1239
73.38,11.1672
73.4,8.9340
73.42,7.8446
73.44,8.1394
73.46,6.8857
73.48,4.7984
73.5,3.8241
73.52,3.8508
73.54,3.6895
73.56,4.9748
73.58,8.0154
73.6,9.7010
73.62,10.6901
73.64,11.3731
73.66,13.0198
73.68,14.5649
73.7,15.5001
73.72,14.9496
73.74,12.1913
73.76,9.1326
73.78,5.8308
73.8,3.7203
73.82,3.0991
73.84,2.6946
73.86,2.4700
73.88,2.6944
73.9,3.2968
73.92,3.5213
73.94,3.3673
73.96,3.0899
73.98,3.2366
74,3.3552
74.02,3.1603
74.04,3.0019
74.06,2.9613
74.08,2.9725
74.1,2.8025
74.12,2.7653
74.14,2.8006
74.16,2.8240
74.18,2.8479
74.2,3.0733
74.22,3.5005
74.24,3.5826
74.26,3.1822
74.28,3.0343
74.3,3.1176
74.32,3.1379
74.34,3.1504
74.36,3.0688
74.38,2.9450
74.4,2.8231
74.42,2.7977
74.44,2.7707
74.46,0.0000
74.48,1.5284
74.5,1.2519
74.52,1.2681
74.54,1.5803
74.56,1.7821
74.58,1.7209
74.6,1.7799
74.62,1.8935
74.64,2.1714
74.66,2.3586
74.68,2.5365
74.7,2.8388
74.72,2.8608
74.74,2.8826
74.76,2.6075
74.78,2.5602
74.8,2.6403
74.82,3.2389
74.84,3.4128
74.86,4.4178
74.88,3.1479
74.9,2.9748
74.92,2.7178
74.94,2.6466
74.96,2.6288
74.98,2.5446
75,2.6070
75.02,2.6915
75.04,2.7294
75.06,2.6884
75.08,2.3621
75.1,2.3520
75.12,2.3104
75.14,2.4148
75.16,2.5024
75.18,2.4117
75.2,2.3920
75.22,2.4292
75.24,2.4739
75.26,2.5019
75.28,2.5370
75.3,2.6387
75.32,2.6607
75.34,2.6576
75.36,2.5794
75.38,2.6251
75.4,2.6086
75.42,2.6120
75.44,2.6191
75.46,2.6099
75.48,2.6984
75.5,2.8803
75.52,2.8935
75.54,2.5343
75.56,2.5039
75.58,2.5523
75.6,2.6701
75.62,2.6615
75.64,2.6196
75.66,2.5310
75.68,2.5356
75.7,2.5818
75.72,2.7320
75.74,2.6837
75.76,2.6593
75.78,2.6349
75.8,2.6491
75.82,2.6864
75.84,2.7040
75.86,2.7009
75.88,2.7442
75.9,2.9306
75.92,2.8142
75.94,2.7905
75.96,2.6816
75.98,2.7321
76,2.7880
76.02,3.0404
76.04,2.9221
76.06,2.6861
76.08,2.6553
76.1,2.6780
76.12,2.7216
76.14,2.8079
76.16,2.8335
76.18,2.9819
76.2,2.6820
76.22,2.6573
76.24,2.6679
76.26,2.6280
76.28,2.6165
76.3,2.5898
76.32,2.6502
76.34,2.6961
76.36,2.8121
76.38,3.0494
76.4,3.1246
76.42,3.3003
76.44,3.1636
76.46,2.8991
76.48,2.6642
76.5,2.7012
76.52,2.7314
76.54,2.6441
76.56,2.5347
76.58,2.5691
76.6,2.7512
76.62,2.8782
76.64,2.7482
76.66,2.9283
76.68,3.0541
76.7,2.9843
76.72,2.7441
76.74,2.6006
76.76,2.5471
76.78,2.5287
76.8,2.5359
76.82,2.5698
76.84,2.6849
76.86,2.6200
76.88,2.5406
76.9,2.5028
76.92,2.4951
76.94,2.5007
76.96,2.4845
76.98,2.5195
77,2.5315
77.02,2.5412
77.04,2.6038
77.06,2.6046
77.08,2.5997
77.1,2.6523
77.12,2.6576
77.14,2.6665
77.16,2.7627
77.18,2.8381
77.2,2.8522
77.22,2.7923
77.24,2.7123
77.26,2.7250
77.28,2.7991
77.3,0.0000
77.32,2.4754
77.34,5.6119
77.36,9.5392
77.38,10.3282
77.4,7.7848
77.42,5.7342
77.44,4.5304
77.46,3.4954
77.48,3.4579
77.5,3.2633
77.52,3.0392
77.54,3.3048
77.56,3.0452
77.58,2.9886
77.6,2.5225
77.62,2.4356
77.64,2.2856
77.66,2.2321
77.68,2.3249
77.7,2.9163
77.72,4.9129
77.74,8.8001
77.76,14.4035
77.78,19.0514
77.8,21.5640
77.82,23.4934
77.84,25.8871
77.86,27.1751
77.88,27.5244
77.9,29.3771
77.92,30.5226
77.94,30.2157
77.96,29.5077
77.98,28.8785
78,27.9750
78.02,27.1971
78.04,26.7828
78.06,26.9707
78.08,28.7060
78.1,32.2675
78.12,32.4838
78.14,33.1486
78.16,33.4171
78.18,33.4116
78.2,33.7283
78.22,33.4546
78.24,33.9576
78.26,34.6005
78.28,34.3939
78.3,34.5836
78.32,33.9883
78.34,33.1654
78.36,32.1531
78.38,30.3840
78.4,28.0988
78.42,26.9356
78.44,27.9093
78.46,29.8038
78.48,31.2270
78.5,31.9252
78.52,33.0121
78.54,34.6783
78.56,35.6653
78.58,36.0158
78.6,35.0477
78.62,35.1245
78.64,35.3409
78.66,35.9266
78.68,35.3656
78.7,21.6664
78.72,10.8417
78.74,15.4941
78.76,22.2074
78.78,24.2506
78.8,25.7624
78.82,23.2746
78.84,22.7989
78.86,22.0900
78.88,24.8291
78.9,27.5013
78.92,28.1832
78.94,29.4006
78.96,30.6178
78.98,30.8096
79,28.3985
79.02,22.9212
79.04,16.2775
79.06,21.8734
79.08,24.7013
79.1,24.2467
79.12,18.5528
79.14,18.6974
79.16,21.1186
79.18,23.0936
79.2,24.0115
79.22,24.5076
79.24,26.6040
79.26,26.6203
79.28,26.5321
79.3,25.3318
79.32,25.5333
79.34,25.2933
79.36,23.6918
79.38,24.8655
79.4,27.0611
79.42,29.1563
79.44,29.4939
79.46,29.4539
79.48,29.2652
79.5,28.4228
79.52,28.4194
79.54,29.7018
79.56,31.4512
79.58,31.3388
79.6,31.9053
79.62,32.6545
79.64,34.6568
79.66,34.5109
79.68,34.2306
79.7,33.7919
79.72,33.1811
79.74,33.5417
79.76,33.1164
79.78,32.9728
79.8,31.6020
79.82,30.5274
79.84,29.5886
79.86,29.0350
79.88,29.8603
79.9,30.8570
79.92,30.9139
79.94,29.3921
79.96,27.0885
79.98,26.0696
80,25.0145
80.02,22.8919
80.04,20.6880
80.06,19.1880
80.08,18.7975
80.1,18.7511
80.12,0.0000
80.14,6.2186
80.16,8.5359
80.18,11.4160
80.2,14.0078
80.22,16.0512
80.24,17.4775
80.26,18.3521
80.28,18.8923
80.3,19.1494
80.32,19.4656
80.34,19.9565
80.36,20.1863
80.38,19.8622
80.4,19.0376
80.42,18.3498
80.44,17.9332
80.46,18.0759
80.48,18.5891
80.5,18.8147
80.52,17.1660
80.54,15.5324
80.56,14.1403
80.58,13.8233
80.6,14.1940
80.62,14.1653
80.64,13.9114
80.66,13.8693
80.68,14.0141
80.7,14.3331
80.72,14.5485
80.74,14.7146
80.76,14.6620
80.78,14.6751
80.8,14.6187
80.82,14.4779
80.84,14.4421
80.86,14.4828
80.88,14.5196
80.9,14.5987
80.92,14.7717
80.94,15.0583
80.96,15.3086
80.98,15.5992
81,16.0366
81.02,16.3919
81.04,16.7094
81.06,17.0003
81.08,17.4153
81.1,18.2072
81.12,18.8977
81.14,19.3137
81.16,19.5014
81.18,19.4943
81.2,19.2812
81.22,19.1868
81.24,18.9697
81.26,18.7057
81.28,18.4230
81.3,18.1778
81.32,18.1873
81.34,18.5067
81.36,19.0586
81.38,19.5011
81.4,19.2461
81.42,16.7775
81.44,16.3916
81.46,17.3384
81.48,18.8638
81.5,18.7089
81.52,17.3806
81.54,16.6423
81.56,16.1664
81.58,15.6263
81.6,15.1949
81.62,15.1504
81.64,15.1423
81.66,15.0655
81.68,14.8521
81.7,14.8976
81.72,14.6332
81.74,14.3942
81.76,14.2365
81.78,14.0259
81.8,13.8932
81.82,13.7821
81.84,14.0059
81.86,14.1556
81.88,14.2479
81.9,14.3118
81.92,14.2627
81.94,14.2873
81.96,14.4432
81.98,14.5003
82,14.4618
82.02,14.7467
82.04,14.9280
82.06,14.9601
82.08,15.0654
82.1,14.9001
82.12,14.7954
82.14,14.6270
82.16,14.4228
82.18,14.5547
82.2,14.9077
82.22,15.2982
82.24,15.6947
82.26,15.9587
82.28,16.2245
82.3,16.7049
82.32,17.0472
82.34,17.7319
82.36,18.3617
82.38,18.5992
82.4,18.8542
82.42,18.9759
82.44,18.9929
82.46,18.9695
82.48,19.0880
82.5,19.0017
82.52,18.7719
82.54,18.7063
82.56,18.7893
82.58,19.3902
82.6,20.1173
82.62,20.9008
82.64,21.2870
82.66,19.8839
82.68,15.0384
82.7,11.6416
82.72,10.6987
82.74,13.5118
82.76,15.6890
82.78,16.9241
82.8,17.5795
82.82,18.5387
82.84,19.9653
82.86,20.7719
82.88,21.5280
82.9,21.0112
82.92,20.1643
82.94,19.5424
82.96,0.0000
82.98,6.4182
83,9.5404
83.02,12.1153
83.04,14.2225
83.06,15.4182
83.08,15.8157
83.1,16.3237
83.12,16.9138
83.14,17.5637
83.16,18.0826
83.18,18.7920
83.2,19.6607
83.22,20.4789
83.24,20.9263
83.26,20.9132
83.28,20.0232
83.3,18.9613
83.32,17.3455
83.34,15.6270
83.36,15.7400
83.38,18.0007
83.4,21.6636
83.42,23.4783
83.44,23.9376
83.46,24.1659
83.48,24.1732
83.5,23.0120
83.52,22.7041
83.54,22.5838
83.56,22.2057
83.58,21.6604
83.6,20.9889
83.62,19.4308
83.64,19.3147
83.66,18.1750
83.68,17.3996
83.7,17.3995
83.72,16.4482
83.74,11.8947
83.76,7.8532
83.78,5.7210
83.8,10.4057
83.82,16.8211
83.84,19.0790
83.86,19.4508
83.88,18.2570
83.9,18.1403
83.92,17.9430
83.94,18.2835
83.96,18.4844
83.98,18.2730
84,16.3399
84.02,12.9933
84.04,11.3634
84.06,13.0255
84.08,15.7772
84.1,16.1480
84.12,12.3356
84.14,8.3378
84.16,6.0528
84.18,6.4683
84.2,6.3427
84.22,4.8030
84.24,3.9012
84.26,4.5511
84.28,7.4284
84.3,10.3502
84.32,11.6239
84.34,12.1823
84.36,12.4797
84.38,13.5086
84.4,14.5958
84.42,15.1038
84.44,15.0616
84.46,14.4633
84.48,13.2027
84.5,12.3276
84.52,12.5394
84.54,11.4225
84.56,9.7823
84.58,8.3902
84.6,7.6161
84.62,7.2082
84.64,6.6852
84.66,6.4569
84.68,5.8431
84.7,7.7678
84.72,10.1542
84.74,11.1246
84.76,8.9284
84.78,6.8856
84.8,5.7209
84.82,4.7153
84.84,4.7961
84.86,8.9932
84.88,9.3459
84.9,9.4185
84.92,6.9312
84.94,5.5217
84.96,5.6016
84.98,5.5527
85,4.9914
85.02,4.7569
85.04,4.8272
85.06,4.5170
85.08,4.6461
85.1,4.4944
85.12,3.9228
85.14,4.0859
85.16,4.5442
85.18,4.3273
85.2,4.2735
85.22,4.1943
85.24,4.1120
85.26,3.8472
85.28,3.7804
85.3,3.6363
85.32,3.5401
85.34,3.5928
85.36,4.0980
85.38,5.3975
85.4,6.0764
85.42,5.9396
85.44,4.8197
85.46,3.9489
85.48,3.3208
85.5,3.0543
85.52,3.0252
85.54,3.2715
85.56,3.4513
85.58,3.4946
85.6,3.0272
85.62,2.9785
85.64,2.8442
85.66,3.2404
85.68,4.0190
85.7,4.0048
85.72,3.6888
85.74,3.7038
85.76,3.6312
85.78,3.5903
85.8,0.0000
85.82,4.5549
85.84,7.2398
85.86,6.9649
85.88,5.0986
85.9,4.5743
85.92,7.2773
85.94,20.3306
85.96,21.6692
85.98,26.1658
86,27.6515
86.02,27.5125
86.04,24.9648
86.06,24.3034
86.08,17.5852
86.1,16.7752
86.12,13.9882
86.14,12.3026
86.16,10.5266
86.18,9.8532
86.2,7.8118
86.22,7.6526
86.24,6.5704
86.26,8.5385
86.28,9.4830
86.3,15.3719
86.32,18.2099
86.34,17.6048
86.36,17.2401
86.38,15.5898
86.4,15.1393
86.42,11.7474
86.44,11.3373
86.46,9.8232
86.48,7.1986
86.5,6.5311
86.52,6.2667
86.54,9.3542
86.56,10.5866
86.58,13.7541
86.6,15.1257
86.62,16.4181
86.64,19.3362
86.66,21.6105
86.68,21.1391
86.7,20.6736
86.72,19.6757
86.74,19.1071
86.76,18.3836
86.78,18.5105
86.8,19.2167
86.82,17.5927
86.84,17.5452
86.86,20.6200
86.88,22.0516
86.9,23.2559
86.92,25.6060
86.94,25.9844
86.96,28.6055
86.98,28.8573
87,29.2503
87.02,26.4119
87.04,20.3916
87.06,19.3732
87.08,14.3581
87.1,13.0846
87.12,12.9096
87.14,9.5376
87.16,9.1034
87.18,7.9393
87.2,6.4661
87.22,5.1902
87.24,5.2640
87.26,5.8435
87.28,6.0284
87.3,7.3916
87.32,7.6329
87.34,7.3644
87.36,6.3349
87.38,6.0909
87.4,8.3052
87.42,13.7587
87.44,14.4168
87.46,16.9423
87.48,18.1801
87.5,16.8021
87.52,14.5171
87.54,11.0948
87.56,6.1624
87.58,6.4382
87.6,8.6179
87.62,9.1241
87.64,12.3925
87.66,15.3713
87.68,17.1148
87.7,18.4449
87.72,19.3891
87.74,19.7854
87.76,20.0306
87.78,20.4321
87.8,20.7715
87.82,20.7713
87.84,20.7603
87.86,20.9473
87.88,21.2102
87.9,21.2019
87.92,20.8757
87.94,20.7689
87.96,20.8427
87.98,21.1025
88,21.2329
88.02,21.2586
88.04,20.6347
88.06,20.6802
88.08,20.8775
88.1,20.8499
88.12,21.4163
88.14,21.1386
88.16,20.7985
88.18,20.3453
88.2,20.4131
88.22,20.5988
88.24,18.6904
88.26,18.4985
88.28,18.7814
88.3,18.8878
88.32,20.7716
88.34,21.1541
88.36,22.2493
88.38,23.0484
88.4,22.7771
88.42,21.4931
88.44,21.5301
88.46,22.1795
88.48,22.3725
88.5,22.8966
88.52,22.8792
88.54,22.2486
88.56,22.1761
88.58,22.2975
88.6,22.2316
88.62,21.7306
88.64,0.0000
88.66,10.4296
88.68,12.1855
88.7,14.2353
88.72,15.4699
88.74,16.4399
88.76,17.1917
88.78,17.6952
88.8,17.7766
88.82,17.7680
88.84,17.8275
88.86,17.8661
88.88,18.1152
88.9,18.2780
88.92,18.0989
88.94,17.9779
88.96,18.5375
88.98,19.3787
89,20.2609
89.02,20.7976
89.04,20.4782
89.06,20.1614
89.08,19.5891
89.1,19.2964
89.12,18.6473
89.14,18.0017
89.16,17.8109
89.18,17.4061
89.2,17.0570
89.22,16.3746
89.24,15.9324
89.26,16.0930
89.28,16.8603
89.3,17.5224
89.32,17.9211
89.34,18.1390
89.36,18.2411
89.38,18.7275
89.4,19.3631
89.42,19.9280
89.44,20.3002
89.46,21.2575
89.48,22.2583
89.5,22.8606
89.52,22.6682
89.54,22.7562
89.56,23.2088
89.58,23.4740
89.6,23.9861
89.62,24.1987
89.64,23.9219
89.66,23.8041
89.68,23.1194
89.7,22.1982
89.72,21.3965
89.74,20.9316
89.76,20.9686
89.78,21.5129
89.8,21.9690
89.82,22.2690
89.84,22.3685
89.86,22.2367
89.88,22.1997
89.9,21.8307
89.92,21.3425
89.94,21.0802
89.96,21.3774
89.98,22.0595
90,22.0276
90.02,21.7972
90.04,22.2133
90.06,22.5408
90.08,22.9631
90.1,23.9822
90.12,24.2743
90.14,25.2762
90.16,25.8175
90.18,25.7152
90.2,25.3533
90.22,24.3773
90.24,24.0567
90.26,24.6105
90.28,24.9085
90.3,24.9761
90.32,24.3887
90.34,23.1843
90.36,21.8050
90.38,21.1219
90.4,21.5659
90.42,22.1541
90.44,21.7047
90.46,21.7026
90.48,21.7841
90.5,22.6055
90.52,23.4290
90.54,23.7924
90.56,23.6481
90.58,23.4235
90.6,23.4440
90.62,23.6841
90.64,23.7717
90.66,23.7330
90.68,23.2929
90.7,22.6962
90.72,21.9627
90.74,20.7504
90.76,20.3366
90.78,20.1129
90.8,18.6607
90.82,15.8272
90.84,13.0410
90.86,12.7873
90.88,13.8440
90.9,15.9045
90.92,17.4301
90.94,18.7176
90.96,19.3890
90.98,18.8065
91,14.6143
91.02,9.1893
91.04,6.5474
91.06,9.2280
91.08,12.1783
91.1,13.1717
91.12,14.5214
91.14,16.2074
91.16,17.0674
91.18,17.8380
91.2,18.0392
91.22,17.5751
91.24,15.9977
91.26,13.6070
91.28,12.7090
91.3,10.5173
91.32,11.9528
91.34,15.1254
91.36,18.1980
91.38,20.9124
91.4,22.2274
91.42,22.7453
91.44,23.0919
91.46,0.0000
91.48,6.1226
91.5,8.0695
91.52,12.6971
91.54,13.2859
91.56,15.6070
91.58,16.9474
91.6,15.5399
91.62,15.2005
91.64,13.1359
91.66,12.5290
91.68,14.5577
91.7,17.2425
91.72,19.2019
91.74,19.6285
91.76,20.1269
91.78,20.7236
91.8,20.4169
91.82,18.6388
91.84,18.0907
91.86,17.1832
91.88,16.0755
91.9,15.8361
91.92,15.3383
91.94,15.0905
91.96,10.5490
91.98,10.2515
92,8.0618
92.02,7.8088
92.04,11.5818
92.06,14.9990
92.08,20.1483
92.1,20.2943
92.12,19.3974
92.14,19.2671
92.16,18.1739
92.18,16.8638
92.2,14.8559
92.22,14.0252
92.24,14.0490
92.26,13.9690
92.28,14.1923
92.3,15.2002
92.32,16.7662
92.34,17.9174
92.36,18.1156
92.38,18.0631
92.4,17.8774
92.42,17.3614
92.44,17.9279
92.46,19.3597
92.48,19.2428
92.5,18.0813
92.52,16.1686
92.54,13.3512
92.56,14.1917
92.58,15.3767
92.6,15.6451
92.62,16.1764
92.64,15.4852
92.66,14.3458
92.68,12.2188
92.7,13.0219
92.72,14.4447
92.74,15.2495
92.76,12.1256
92.78,11.0969
92.8,8.9716
92.82,8.7431
92.84,8.8705
92.86,9.5655
92.88,10.5978
92.9,9.9748
92.92,9.2647
92.94,7.6842
92.96,7.7301
92.98,10.0296
93,10.7044
93.02,13.4084
93.04,13.9187
93.06,15.6154
93.08,19.2897
93.1,21.2952
93.12,23.2176
93.14,23.9093
93.16,22.3637
93.18,21.3224
93.2,18.4095
93.22,14.0768
93.24,13.1588
93.26,12.2856
93.28,11.6660
93.3,11.8695
93.32,13.5348
93.34,15.1119
93.36,16.1055
93.38,16.2118
93.4,17.2859
93.42,19.1500
93.44,20.3589
93.46,21.9007
93.48,23.7388
93.5,24.4234
93.52,23.0558
93.54,17.0478
93.56,9.0608
93.58,5.8078
